Id,Prediction
125,4043424.5416922555
126,4363426.073954151
127,3845240.107138853
128,3393156.172840158
129,4401277.404464075
130,3382921.2535340074
131,3931968.3667536005
132,3661652.7020947277
133,3662800.3087392785
134,3673501.47568966
135,4568064.918689938
136,3787995.758404098
137,3860231.8792578066
138,3560814.009909681
139,4694764.388999945
140,5168318.744029663
141,3400176.6994388574
142,4595003.5269470485
143,3371175.7860860904
144,4619782.982003434
145,3638579.29310372
146,3581395.0822074655
147,4262619.8267693
148,4507525.228458365
149,4319480.015044771
150,3807651.345473138
151,3284202.2944272393
152,3777284.2717426154
153,5320105.155455711
154,3867763.1775541534
155,4875716.000680947
156,4024294.0388344387
157,5052778.505521983
158,3780201.6142897396
159,3329926.9539746344
160,3558850.266473676
161,4192700.274340269
162,3764426.7134834197
163,4389706.668020784
164,4371572.666790117
165,3189209.4510201463
166,4678614.412544838
167,3989603.226296287
168,3982395.483073825
169,5198630.413668852
170,3761554.0769776325
171,3236906.2653649813
172,3000758.118635691
173,5103568.247700746
174,4496997.625339958
175,3650061.1755161723
176,5131477.352444877
177,5353028.720672268
178,4683719.877135294
179,3171510.4371635537
180,4514713.922609601
181,3700488.9432926085
182,3689878.7289404953
183,3777284.2717426154
184,5096722.459814047
185,3913774.1202329835
186,4467979.069073936
187,3451818.478514045
188,4772928.33357492
189,3356945.6330644605
190,4523849.027374941
191,5432720.677001739
192,4765455.701105744
193,3645942.791017771
194,4994737.161881298
195,4160561.1760903606
196,4569881.456141249
197,3714874.980192336
198,3381487.6028765375
199,3788432.4427992296
200,4586082.3491033055
201,4433709.717691499
202,3548233.9451803803
203,4377037.262578063
204,5313983.389600193
205,4193646.496778247
206,3544232.1853399496
207,4557591.035400261
208,4717876.673179308
209,4279096.619224121
210,5425287.1068819035
211,5140239.716281016
212,3677880.47165117
213,3436925.669300807
214,3860985.122282056
215,3520556.115830352
216,4646104.046731893
217,4107389.1141110077
218,3948633.9634802355
219,3047184.7496132096
220,4214226.624118483
221,3943291.0048937593
222,4676325.378637758
223,4034662.7082651826
224,3540247.782056514
225,4450503.766417799
226,3519141.538016391
227,5558161.348917342
228,3748287.029946813
229,5249323.900657448
230,4871789.132901544
231,4910387.845386965
232,4287340.916794863
233,4162731.649927582
234,3478726.8334630453
235,4440843.891196323
236,4364527.780624105
237,3443149.5435448084
238,3380748.95445223
239,5213089.488506721
240,4542384.577347087
241,4598477.843253607
242,3836117.8097200687
243,4056433.137084347
244,4637961.150512145
245,5140796.5206383765
246,4707557.0908901645
247,5283506.570520346
248,3860985.122282056
249,4162819.2469868576
250,3301759.189957112
251,4378820.8670239635
252,4064106.8840960604
253,3412311.161105172
254,5111929.727760961
255,2911141.274798705
256,5332713.7396311695
257,4846819.961957105
258,3685783.0801562266
259,3412311.161105172
260,4179470.4602223206
261,3640616.27980325
262,4907538.857851193
263,4793675.476960833
264,2985547.1881151847
265,3657193.8349766284
266,4632978.364003577
267,5197232.009223452
268,4797463.616312914
269,4273231.39341632
270,3856208.3032476082
271,3473520.0250151325
272,4058301.903255115
273,4475452.58485391
274,4503708.777338467
275,4511181.409807643
276,4947247.586308478
277,5168318.744029663
278,4214226.624118483
279,4507525.228458365
280,3818082.813201216
281,3697302.8734836383
282,3040466.847092976
283,3866770.952412462
284,4053529.5111612263
285,3393156.172840158
286,4564095.626010845
287,3772826.3364556865
288,4099823.0388151286
289,4010422.851122149
290,4380219.271469364
291,4278964.474754462
292,3258805.4626735174
293,4742383.005547898
294,4462158.329431212
295,5058551.303590189
296,4299086.38424278
297,4908618.775810629
298,4247653.700634457
299,4474015.142447078
300,5033322.280620342
301,3917026.601975409
302,5249323.900657448
303,4942871.13474349
304,3784382.0919096707
305,3950758.3075412237
306,4032130.922238808
307,4588055.726219716
308,3259274.212665371
309,4088717.300083566
310,3724818.1916522
311,4359866.467068644
312,3909470.500190957
313,4033876.320608407
314,3171510.4371635537
315,4121824.5981237087
316,3519141.538016391
317,3671011.9260444515
318,4393239.180822742
319,3994587.0600480936
320,4074659.0132484166
321,3171510.4371635537
322,4999585.026787971
323,3646046.5957511845
324,5010066.320044681
325,3361618.4515944133
326,4382943.7245810665
327,3767929.6905526635
328,4104263.7483907365
329,5388292.598340738
330,3558850.266473676
331,4177427.047658444
332,4083537.3163138567
333,4408815.658581722
334,4897367.833346045
335,5021576.813172425
336,3677712.3568467037
337,4570292.781319169
338,3697302.8734836383
339,3770367.926505352
340,4033876.320608407
341,5087684.123102627
342,4399395.537711934
343,3860985.122282056
344,4573403.239667135
345,5323379.153027099
346,3680325.008260535
347,5463372.009695041
348,3069602.4833087474
349,4856586.736812849
350,4248795.891640859
351,4930262.550568032
352,4632285.265570622
353,3840590.698940686
354,3671290.174654794
355,4187174.328511585
356,4559904.013333755
357,4899708.074279422
358,4942871.13474349
359,4442301.608557371
360,4401277.404464075
361,3576075.58772503
362,4316492.056025102
363,4728762.031647194
364,4454630.346530006
365,3519141.538016391
366,2985547.1881151847
367,4119674.3682370135
368,4068166.7429406107
369,4906481.250914723
370,4160561.1760903606
371,3676514.9193124357
372,3868691.574385166
373,4495147.134677547
374,3672626.95459261
375,3994359.2576226545
376,3808777.5398109285
377,3538833.6231556134
378,4151073.7795389406
379,3992678.3370333747
380,3835489.9620427084
381,3506197.693633426
382,3175381.3126706416
383,4269410.050473325
384,4065263.30165049
385,5073529.404807362
386,3743207.105748574
387,4668708.6987025095
388,5016650.4547847435
389,4021307.394713949
390,3962833.9770474606
391,3570282.7156635677
392,4224168.837052751
393,4471698.102549105
394,5222923.17629111
395,3558850.266473676
396,3845090.232118599
397,4628091.456218781
398,4215845.242036766
399,5035444.501994224
400,3728424.4300839454
401,4479882.586672875
402,3241464.681516622
403,3909476.269265121
404,4651300.9962168
405,3834729.1361670927
406,3978779.926158472
407,4435930.23963394
408,2985547.1881151847
409,4098547.651468312
410,3361660.3717215564
411,3680325.008260535
412,3804227.004648919
413,3513541.8317726054
414,4668708.6987025095
415,3222757.9093255843
416,4935452.736159182
417,3400176.6994388574
418,5075811.692440669
419,4101819.8340051947
420,4855953.341827488
421,4491335.3745949445
422,3595839.1408827594
423,4483055.101959187
424,5064274.26096073
425,3873907.317104201
426,4202827.123869903
427,3401327.1800516983
428,3529210.8870789316
429,3259274.212665371
430,3658290.5451691537
431,4290152.62065988
432,3040466.847092976
433,4111653.5217895824
434,3617635.749605828
435,4352540.400660219
436,3655900.0848971023
437,4025708.616648401
438,3869761.771733672
439,4685913.363356336
440,4863857.747334757
441,4717876.673179308
442,3662837.8203194146
443,3938322.653370951
444,4471698.102549105
445,4673264.86748867
446,4547233.9569156505
447,4178168.398289454
448,4057995.718435461
449,4516486.408725286
450,4706148.593397171
451,4440954.75683163
452,3780201.6142897396
453,3220678.495808539
454,3437173.1253290577
455,3527525.3237298797
456,3181344.1249479414
457,4494057.692463408
458,3672514.245638806
459,4201292.043224194
460,5159147.106410314
461,4447606.607475014
462,4786064.116064334
463,3036482.4438095405
464,4785238.322316543
465,4479546.679518228
466,4678614.412544838
467,3371500.5132527547
468,3764426.7134834197
469,4678603.825139332
470,4598745.4030384105
471,3908662.3923680964
472,3818987.6581264096
473,3558116.811799416
474,4514713.922609601
475,4488299.758971781
476,4945935.435273799
477,3964369.108824669
478,4828354.596713227
479,4670562.582348999
480,4223732.551978515
481,4805394.15324934
482,3131691.191414112
483,4336993.546644298
484,5021576.813172425
485,3296613.846100792
486,4775552.119809952
487,4063426.062308189
488,4005220.801166733
489,3975815.7610778585
490,4511181.409807643
491,3892198.679329613
492,4863857.747334757
493,5255191.710142072
494,3873731.493659429
495,4712911.274336521
496,4900554.157602577
497,4173410.4905494256
498,3950758.3075412237
499,4864747.642169032
500,4555861.01719744
501,3528770.5527491565
502,4238698.424754678
503,4908767.333594624
504,4204564.225761077
505,3924961.6695807963
506,3147289.4215279953
507,5131390.551150237
508,3503161.4988447097
509,5357099.663996877
510,5211238.9978443105
511,4694028.096453694
512,2911959.7363808877
513,4321523.427608647
514,3220678.495808539
515,3650461.328343013
516,4111611.984577283
517,4145768.7806212977
518,4729999.410073586
519,4253439.530764862
520,3495064.1266949642
521,5673349.175408025
522,4547233.9569156505
523,4628091.456218781
524,4045275.820856986
525,4596401.931392449
526,3482917.4277252844
527,3442609.330572968
528,5446857.631635631
529,4151073.7795389406
530,3804227.004648919
531,4433709.717691499
532,3982459.864068915
533,4514713.922609601
534,5018842.575132904
535,4746833.931820208
536,4689523.845231213
537,3909470.500190957
538,3939945.10124929
539,4942871.13474349
540,3958925.735426683
541,3495900.5645960406
542,3999513.4184357733
543,4839022.83543261
544,4145768.7806212977
545,4297377.36302501
546,3065611.0432278216
547,4009347.106220161
548,3416797.299087349
549,3645522.354601536
550,4178168.7076862208
551,4183212.877788849
552,3167518.997082628
553,4057995.718435461
554,3928426.102223988
555,4306404.559014491
556,4272496.144759326
557,4919668.85931762
558,3779878.7695308235
559,5357099.663996877
560,4161542.87787609
561,4728843.674369259
562,3234694.9643301154
563,4151073.7795389406
564,3140095.4535847045
565,5304902.759367016
566,4056433.137084347
567,5210309.760120255
568,3919386.766878239
569,3371175.7860860904
570,4516486.408725286
571,4547233.9569156505
572,4866544.47588895
573,4276783.327567817
574,4080083.879835495
575,3778556.207905063
576,4653302.595659935
577,3483093.1933812723
578,3913823.818283687
579,5162031.828733487
580,3417492.271677232
581,4865349.105254393
582,4266612.303062668
583,3571637.53743454
584,3754300.349392802
585,4263618.505663715
586,4511503.622216718
587,3890942.004302113
588,4213956.223506324
589,4067832.6373329274
590,3189209.4510201463
591,4007648.4652490313
592,3515918.5336969225
593,3263615.364336626
594,4815758.299574043
595,3808777.5398109285
596,3748287.029946813
597,4223732.551978515
598,3776172.1809313367
599,3716821.461846799
600,4897659.598645656
601,4712598.765920894
602,3380404.2658502543
603,3316261.6010097982
604,3250432.750022675
605,3486763.7806587946
606,3522801.9218385573
607,4194958.345236766
608,3234694.9643301154
609,5028935.998999306
610,5058551.303590189
611,3361618.4515944133
612,4445826.16854845
613,4461956.957468382
614,5207541.1152000595
615,3081967.9571195096
616,3897805.49158379
617,4607966.358954387
618,4824149.018877472
619,3456826.6425378295
620,3220678.495808539
621,4477003.101466748
622,3409898.449021894
623,4109239.604773417
624,3888948.10933529
625,4511996.532803173
626,4664607.512242991
627,4511181.409807643
628,3476962.6746488907
629,3236906.2653649813
630,4540337.2254017005
631,4459638.51555345
632,4930262.550568032
633,3947420.384545543
634,3040466.847092976
635,3645942.791017771
636,4637961.150512145
637,5087684.123102627
638,3522801.9218385573
639,5023427.303834836
640,3666276.171305817
641,4026226.7953388127
642,3748287.029946813
643,3583334.4031158183
644,4099823.752624363
645,4080868.638859807
646,3993550.6931169643
647,3951675.106640207
648,3276614.9938222663
649,3558850.266473676
650,3356945.6330644605
651,4170510.981869653
652,3347458.236513041
653,4596401.931392449
654,4009347.106220161
655,5214867.191418598
656,4697723.403105776
657,4107954.2784203184
658,4248743.142848597
659,3315551.3412581235
660,4246268.054962055
661,4540337.2254017005
662,4795023.594417004
663,4805194.618922153
664,5329901.900952902
665,3157088.023167834
666,4507525.228458365
667,3640616.27980325
668,3613076.550013006
669,4278407.153211963
670,4995056.3379212255
671,4865337.351973288
672,3934123.315940194
673,4350223.360762246
674,4253439.530764862
675,3748287.029946813
676,3640616.27980325
677,3416797.299087349
678,4088252.1952266353
679,3621948.6163972146
680,4452960.743697796
681,3811542.912666449
682,3301759.189957112
683,4374433.44133896
684,3583606.3832423314
685,4674513.863107757
686,4433709.717691499
687,4020402.048919025
688,5357099.663996877
689,4019080.206367826
690,4438429.271546896
691,3678293.6604349334
692,3484231.99463242
693,2953061.304290856
694,3594558.4817277556
695,3087473.1182888844
696,3909559.2993279444
697,4888591.578257822
698,3751185.7232714514
699,3776862.4285175516
700,5357099.663996877
701,4477003.101466748
702,4298773.365984757
703,3967437.636236363
704,5768138.514630326
705,5246282.647328948
706,4666515.943903965
707,4581410.087234508
708,5211238.9978443105
709,5255592.692212357
710,4335430.965293183
711,3860985.122282056
712,4438429.271546896
713,4465706.162506494
714,5152848.300456475
715,4346830.465541762
716,3807279.063300373
717,4842955.529716562
718,3907786.0403812127
719,4989051.709670483
720,4581410.087234508
721,4317863.04378648
722,4845782.317322339
723,3558850.266473676
724,4372072.187816498
725,3988245.694199321
726,3000758.118635691
727,4009783.391294397
728,3990448.4961220925
729,3519141.538016391
730,3613076.550013006
731,4020279.4528880487
732,3276614.9938222663
733,3347458.236513041
734,3079436.171093135
735,3456826.6425378295
736,3640616.27980325
737,5303229.094570327
738,3813288.0339810867
739,4359711.876463026
740,4775172.821343475
741,4670312.0199293075
742,4685570.367797704
743,4556625.190216419
744,4903887.752633097
745,4915060.154479337
746,3361660.3717215564
747,4892617.923614927
748,4865349.105254393
749,4738750.025234025
750,4579368.852692669
751,4574829.596533555
752,3328546.78596916
753,2914171.0374157536
754,4194958.345236766
755,3678293.6604349334
756,3414800.71075038
757,3904552.805585558
758,4433709.717691499
759,4978061.478599708
760,4001924.2474506404
761,3546445.745207213
762,3129479.8903792463
763,4035442.1330725984
764,4568804.4816693785
765,4071151.8974916157
766,4556625.190216419
767,4204564.225761077
768,4438975.270599195
769,4768084.312886723
770,4247653.700634457
771,4540337.2254017005
772,4109310.435366547
773,3583606.3832423314
774,3719873.520498253
775,3873731.493659429
776,3693021.640645144
777,4119536.465040928
778,3856639.6073874324
779,4243053.038837246
780,3869761.771733672
781,4183212.877788849
782,4308364.950470905
783,2959779.2068110895
784,4273659.475836819
785,4120988.1602226323
786,3484529.360065119
787,4646609.571099864
788,3442331.0819626255
789,4740988.261531706
790,4248743.142848597
791,4454630.346530006
792,3329926.9539746344
793,3492650.5278729494
794,3805188.6260490986
795,4225689.829362589
796,4170966.861538541
797,3639105.030789534
798,4133264.248390192
799,5326343.31810771
800,3866770.952412462
801,4151073.7795389406
802,4192700.274340269
803,3402956.8840602436
804,3477062.0574176544
805,3356945.6330644605
806,4897367.833346045
807,4707557.0908901645
808,3667845.984343199
809,3236906.2653649813
810,5425287.1068819035
811,4225355.723754903
812,4738160.315429769
813,3822972.218108007
814,3318116.1038488
815,4902331.860514454
816,3276614.9938222663
817,3526238.766722782
818,4039977.324094483
819,2953061.304290856
820,4854284.346284862
821,4192828.035196064
822,4043424.5416922555
823,4967257.059109198
824,3636893.729754668
825,3593093.779793751
826,4671471.236429194
827,3084179.2581543755
828,4960819.152955079
829,3667027.522761016
830,4160561.1760903606
831,5021576.813172425
832,3513707.2326620566
833,5230805.785776365
834,5332713.7396311695
835,3749855.379391347
836,3831779.0770111517
837,4706974.791052942
838,4204912.002417869
839,3520556.115830352
840,4576105.088316865
841,3234694.9643301154
842,4717876.673179308
843,3668800.6250095856
844,5211238.9978443105
845,5222923.17629111
846,5558161.348917342
847,4228863.855897867
848,4716090.727797627
849,3999513.4184357733
850,3698537.7315543587
851,3769886.5313344668
852,4598477.843253607
853,3416797.299087349
854,3645942.791017771
855,3560814.009909681
856,5421216.163557295
857,3765359.033808222
858,3301759.189957112
859,4471698.102549105
860,4871789.132901544
861,4845782.317322339
862,3276614.9938222663
863,3835953.448181353
864,5546761.8486687625
865,4287340.916794863
866,5110810.9428219935
867,4209490.584148757
868,4340735.964210826
869,4590768.352941249
870,3040466.847092976
871,4348362.062796322
872,4187229.2954264833
873,4506831.313124347
874,3654929.3919402426
875,3074345.5703699877
876,2998546.817600825
877,4572553.354666835
878,3755585.2508407235
879,3654929.3919402426
880,3539224.021316165
881,3590658.8163174684
882,3683238.6201489484
883,4319480.015044771
884,4745884.054350244
885,5425287.1068819035
886,4374793.9092739215
887,5344113.239879749
888,3650461.328343013
889,4461780.819710669
890,3840590.698940686
891,3932645.649940973
892,3856208.3032476082
893,3873112.3182612346
894,4696493.497796232
895,4507525.228458365
896,3906415.7581160334
897,4238698.424754678
898,3693021.640645144
899,4871789.132901544
900,4448239.015304871
901,4617453.755505807
902,3516196.782307265
903,3710386.5531054703
904,3640616.27980325
905,4500687.107915363
906,3560788.688069798
907,4753208.950071605
908,4901952.562047977
909,3330745.4155568173
910,4547233.9569156505
911,4908618.775810629
912,3414800.71075038
913,3999949.703510009
914,4798925.823254204
915,4477003.101466748
916,3084179.2581543755
917,5061451.317573429
918,2953061.304290856
919,4516486.408725286
920,3601070.5390830105
921,3909470.500190957
922,4288276.853369369
923,3946534.6998347607
924,4253439.530764862
925,4640399.470493804
926,4388087.044849527
927,3787995.758404098
928,4856586.736812849
929,3456826.6425378295
930,4845782.317322339
931,3316261.6010097982
932,4447606.607475014
933,4855623.415073761
934,4075413.7041847375
935,3558850.266473676
936,3519141.538016391
937,3471801.2487333003
938,3869761.771733672
939,4923211.546988458
940,4084944.871531345
941,3442331.0819626255
942,3589997.7194671263
943,5035444.501994224
944,4477003.101466748
945,3999513.4184357733
946,3920827.2049570987
947,4902331.860514454
948,4501694.013256223
949,3219285.656355856
950,4968182.6760681
951,4438975.270599195
952,3558850.266473676
953,4160561.1760903606
954,4192700.274340269
955,5006479.430279595
956,4518866.5086562745
957,4382943.7245810665
958,4405180.989529325
959,3551699.487987414
960,3868691.574385166
961,4246268.054962055
962,4820440.269604313
963,4133264.248390192
964,4588492.886264067
965,4101819.8340051947
966,4170204.2823967575
967,4213956.223506324
968,4027112.3755548946
969,3879206.6674465938
970,3658290.5451691537
971,4411244.506763705
972,3447237.4860912543
973,3234694.9643301154
974,3492650.5278729494
975,4101819.8340051947
976,3407658.583892844
977,5061451.317573429
978,3763746.14777922
979,4902731.416506702
980,4787553.711105315
981,3206035.324799929
982,4273659.475836819
983,4076184.557634431
984,4361622.861010825
985,4035442.1330725984
986,3296613.846100792
987,4579368.852692669
988,5423066.654219706
989,4435910.277332236
990,4985721.699488175
991,3000758.118635691
992,3589997.7194671263
993,3821256.8495659763
994,4954418.371739885
995,3206035.324799929
996,3381686.7570578507
997,5010066.320044681
998,3697302.8734836383
999,4669972.872544743
1000,3710322.631076996
1001,3749058.2448968478
1002,4898857.428387025
1003,4581280.956389829
1004,4374914.272551721
1005,4389706.668020784
1006,5023427.303834836
1007,3571130.9165710825
1008,3149500.722562861
1009,3538272.040874208
1010,3576075.58772503
1011,4897367.833346045
1012,4615532.434250267
1013,3530152.0047464813
1014,4600976.875166562
1015,5673349.175408025
1016,4974621.469599618
1017,4012681.1959747807
1018,3831987.28761205
1019,3591663.9227708345
1020,3722526.170308219
1021,3726685.83031817
1022,3473408.467107561
1023,3800445.685409165
1024,4440954.75683163
1025,4021307.394713949
1026,4040375.1513782097
1027,3458906.056054875
1028,5249323.900657448
1029,4639818.264871218
1030,3594942.3906210735
1031,5047189.969442141
1032,3166841.7138952552
1033,3442331.0819626255
1034,4008281.3123158203
1035,4678603.825139332
1036,4109310.435366547
1037,3922134.678969213
1038,3526279.629648429
1039,5317520.101548172
1040,4108712.937516069
1041,4101819.8340051947
1042,3264998.1565076276
1043,3765359.033808222
1044,3982850.86948308
1045,4300167.907777281
1046,4034403.7287755255
1047,3754338.739082373
1048,3483725.3737689625
1049,5509767.340127597
1050,4439337.785573339
1051,4204564.225761077
1052,4340735.964210826
1053,4098819.654032376
1054,3737108.3786265342
1055,2911959.7363808877
1056,5073529.404807362
1057,4596401.931392449
1058,3250432.750022675
1059,3953184.2714615576
1060,4901952.562047977
1061,4290232.666672023
1062,5198630.413668852
1063,4339557.884814765
1064,4790754.515898647
1065,3258915.9799656738
1066,4540337.2254017005
1067,4622758.75442345
1068,4129817.830372886
1069,4008281.3123158203
1070,4757585.401636593
1071,4276877.35312079
1072,4374433.44133896
1073,4590768.352941249
1074,4192700.274340269
1075,4009347.106220161
1076,3566893.562286108
1077,3680968.7783371243
1078,4287543.675240621
1079,3800247.29446526
1080,4019080.206367826
1081,4611719.722109832
1082,3522801.9218385573
1083,4702674.277090613
1084,4893148.384066421
1085,3176845.298288378
1086,5245795.946715167
1087,4136354.185825637
1088,4272548.5213258
1089,3609085.1099320804
1090,4747414.377131444
1091,4433709.717691499
1092,3315551.3412581235
1093,3414800.71075038
1094,3471801.2487333003
1095,3583334.4031158183
1096,3640616.27980325
1097,4909113.300793962
1098,3705041.292407948
1099,4198628.795675062
1100,4121824.5981237087
1101,4246268.054962055
1102,4047388.9159958926
1103,3840262.354136597
1104,4033876.320608407
1105,4809878.295977561
1106,3483093.1933812723
1107,5230805.785776365
1108,4898857.428387025
1109,4187229.2954264833
1110,4576706.458690033
1111,5756739.014381747
1112,4935382.550698491
1113,3712335.683049895
1114,4187229.2954264833
1115,3680325.008260535
1116,2953061.304290856
1117,4899457.511859731
1118,4717876.673179308
1119,3324665.8631803906
1120,3777284.2717426154
1121,3306569.091620221
1122,3946470.7778062867
1123,3901676.3560765986
1124,3994587.0600480936
1125,4581280.956389829
1126,4866997.943656185
1127,3448055.947673437
1128,4230785.177153407
1129,3772133.1655865298
1130,3540247.782056514
1131,4717876.673179308
1132,4443101.715436747
1133,4204564.225761077
1134,3667978.5774796605
1135,4639211.929927639
1136,4768084.312886723
1137,3407658.583892844
1138,3798255.582046235
1139,5119924.735239917
1140,3326950.841506703
1141,4956783.175819521
1142,5230805.785776365
1143,4221297.780601988
1144,3381487.6028765375
1145,4298531.262686516
1146,3583334.4031158183
1147,3552872.1179610942
1148,3668800.6250095856
1149,4911786.249832366
1150,4678393.36592077
1151,3597808.518450847
1152,4120988.1602226323
1153,4939725.925047868
1154,4796949.4745322205
1155,3639105.030789534
1156,3825426.9513403955
1157,4264480.778255881
1158,3483725.3737689625
1159,3453730.582211205
1160,3218467.194773673
1161,4471698.102549105
1162,3463217.9787626243
1163,4339557.884814765
1164,3456826.6425378295
1165,3220678.495808539
1166,4772928.33357492
1167,5366896.409494068
1168,3743207.105748574
1169,3910003.6774322395
1170,4876378.1636733385
1171,3538272.040874208
1172,3223271.929265897
1173,4944455.765753613
1174,4194958.345236766
1175,3847729.6567840613
1176,4056433.137084347
1177,4004950.9071747786
1178,4668708.6987025095
1179,3898948.455468569
1180,3775372.1680454556
1181,3541136.125013325
1182,4717876.673179308
1183,3040466.847092976
1184,4027112.3755548946
1185,3598511.876044799
1186,5235624.922210018
1187,4007705.3395921
1188,4024294.0388344387
1189,4466760.417115473
1190,4494194.88727666
1191,3220678.495808539
1192,4161133.1737541533
1193,4120881.4921526774
1194,3846413.7881899835
1195,4596401.931392449
1196,4528231.876173203
1197,3800445.685409165
1198,4225689.829362589
1199,4478460.347210736
1200,4269531.385646114
1201,5027660.727097855
1202,3365995.35208338
1203,3223271.929265897
1204,2920939.8764385437
1205,3171399.9198713973
1206,4728762.031647194
1207,4999585.026787971
1208,4840865.214040255
1209,4471698.102549105
1210,4433709.717691499
1211,3748287.029946813
1212,5034374.874182618
1213,3837111.6033632862
1214,4746833.931820208
1215,3381686.7570578507
1216,4189307.3791197864
1217,4223732.551978515
1218,4101819.8340051947
1219,4775172.821343475
1220,4124512.8314552424
1221,4340735.964210826
1222,4872302.942573828
1223,3414356.384308823
1224,4155308.5857809577
1225,3995136.4136976423
1226,3680325.008260535
1227,5213089.488506721
1228,3645522.354601536
1229,4538433.296588329
1230,3737108.3786265342
1231,5353028.720672268
1232,3897605.464580967
1233,4825772.844521619
1234,4546027.329413052
1235,4210075.293544373
1236,3259274.212665371
1237,4068178.604532264
1238,3456826.6425378295
1239,4831801.181858244
1240,3543625.674658533
1241,3361618.4515944133
1242,3625804.661344825
1243,4855564.11389202
1244,4434306.413989793
1245,3149500.722562861
1246,5228178.471330706
1247,4160561.1760903606
1248,2895543.0446848217
1249,5283506.570520346
1250,3618941.1740631475
1251,4805194.618922153
1252,3679407.228696542
1253,4080868.638859807
1254,3216798.6905831555
1255,4584751.856157038
1256,3990448.4961220925
1257,3483093.1933812723
1258,5353720.417744641
1259,3948633.9634802355
1260,4554189.96529599
1261,5463372.009695041
1262,5073529.404807362
1263,3147289.4215279953
1264,4654091.889470695
1265,4056313.484836241
1266,4370916.823284193
1267,4628999.970245224
1268,3777284.2717426154
1269,3381686.7570578507
1270,4586764.22345729
1271,3975815.7610778585
1272,5185736.253784705
1273,3764426.7134834197
1274,3310493.7170992782
1275,4753760.007357481
1276,3519141.538016391
1277,3892679.1061932873
1278,3947257.1654630625
1279,4194958.345236766
1280,3640616.27980325
1281,3583606.3832423314
1282,4375522.883553099
1283,2913352.5758335707
1284,4447329.7398825195
1285,4263618.505663715
1286,3574671.9750405517
1287,3453730.582211205
1288,3519141.538016391
1289,3090502.880905933
1290,3698537.7315543587
1291,3214353.647154992
1292,4380219.271469364
1293,4312831.672202934
1294,4124512.8314552424
1295,4398099.4505212745
1296,5035444.501994224
1297,3326950.841506703
1298,3645942.791017771
1299,4000845.764918834
1300,4963186.115784589
1301,3891206.4541879217
1302,3583542.8903724942
1303,5369942.0125688
1304,3360036.133340951
1305,4636286.698347102
1306,4003654.988702541
1307,3859129.1570326407
1308,4266833.521788524
1309,3200657.663624924
1310,4828354.596713227
1311,4018508.208704033
1312,3483093.1933812723
1313,4265779.4834109275
1314,3680325.008260535
1315,3456826.6425378295
1316,4464344.283429533
1317,4864646.513693565
1318,5061451.317573429
1319,4609877.343502186
1320,4824149.018877472
1321,4555861.01719744
1322,4141636.5027326266
1323,4233617.169450084
1324,5320105.155455711
